,SnackId,UserId,UserName,Score,Time
15583,B000255OIG,AMG0MU63Y2KUC,"Robert L. Jackson ""Bobby J""",5,1285718400
15584,B000255OIG,AJ1CE24O54TFM,T. Scruggs,5,1283212800
15585,B000255OIG,A27RU85KTI2QJ1,J. Farrell,4,1277078400
15586,B000255OIG,A2PHHYUZMCR40S,"S. Israelson ""sunnyi49""",5,1276387200
15587,B000255OIG,A22FICU3LCG2J1,C. Knapp,4,1275523200
15588,B000255OIG,A1LQV0PSM04DWI,B. Feuerstein,4,1274313600
15589,B000255OIG,A2EPLEYMTHVVKV,de Nino,5,1273795200
15590,B000255OIG,A3084RD2YNXRXJ,John L. Gonzales,5,1267574400
15591,B000255OIG,A91JPGSIDEIU,Cynthia H. Stroud,5,1259971200
15592,B000255OIG,A2PFZAO76694BS,Scarlet Hawthorne,5,1252368000
15593,B000255OIG,A1CXAB1MM2RJ3J,"Rocksister ""tee""",5,1246838400
15594,B000255OIG,A265LZUGGVNVIV,Sandra,5,1246665600
15595,B000255OIG,A3KRU58D2MSDE2,"Constance, loves dogs & books, in no particul...",4,1241827200
15596,B000255OIG,A1CV6GLAPUIP80,Reader Rabbit,4,1233619200
15597,B000255OIG,AJD41FBJD9010,"N. Ferguson ""Two, Daisy, Hannah, and Kitten""",5,1233360000
15598,B000255OIG,AK0CENM3LUM28,Ana Mardoll,5,1222732800
15599,B000255OIG,A314APAWYQFKBJ,"Diana Hersholt ""dog lover""",5,1104796800
15600,B000255OIG,A36VWAW5CGT0QC,c.j.,3,1309651200
15601,B000255OIG,A1JTZ9K2RZKAA4,B. Conrad,5,1167868800
15602,B000255OIG,AJD41FBJD9010,"N. Ferguson ""Two, Daisy, Hannah, and Kitten""",5,1233360000
15603,B000255OIG,A3SSEJ8IEM4YGW,Seagaul,5,1351209600
15604,B000255OIG,AUINI96NMGXUI,Kkrys23,5,1351209600
15605,B000255OIG,ATUYEDUIBZ5MI,Lori,5,1350950400
15606,B000255OIG,A3KXPLKL5EPJX,Judith M Dell,5,1350777600
15607,B000255OIG,A1YHXGV6GC51IM,"Americangirl ""TRUTH SETS YOU FREE""",5,1349568000
15608,B000255OIG,AV9UMFR3N7BHV,Lila,5,1348444800
15609,B000255OIG,A1UBDD8KG6Q23J,"Dyetlady ""Sunny""",5,1348358400
15610,B000255OIG,A1MUUZGK1WA6I6,tester88,4,1348012800
15611,B000255OIG,AJ6QSIPKRWTG3,Marsha Moore McKeever,5,1347840000
15612,B000255OIG,A371KZ5U8RQ5PL,rpatter,5,1347580800
15613,B000255OIG,AFGHXL0I9BYXD,"diana ""Peace!""",4,1346889600
15614,B000255OIG,A2JCG7KT8HRSUJ,B. Le,5,1346716800
15615,B000255OIG,ACBK6OXAMOHTE,Andrew Fox,5,1345248000
15616,B000255OIG,A12L1NY994GXSF,Dawn Rene,5,1343001600
15617,B000255OIG,A3P5V207OED3JS,"I. Wong ""Y Square designs""",5,1342915200
15618,B000255OIG,ASST51ORV4IEK,Deborah Dean,5,1342483200
15619,B000255OIG,A3KIRC8DQF0Y9Q,David Zhang,5,1342137600
15620,B000255OIG,A26DDK7ACX8QKK,Donna C. Bondioli,5,1340928000
15621,B000255OIG,A30M06JH5R1831,JAE,5,1340409600
15622,B000255OIG,A1KJH57UFCFUN0,Rocco &amp; Lola,5,1340323200
15623,B000255OIG,A25HD3SZ9HFODY,Jane,5,1340323200
15624,B000255OIG,ARYMKWDYJM1TG,mom,3,1340236800
15625,B000255OIG,A19J97YZF9IR5K,seapearl,5,1339632000
15626,B000255OIG,A272NYWBBGVAEO,P. Shih,5,1339459200
15627,B000255OIG,A3DLTQQJFTPURF,uplayhard2,5,1338422400
15628,B000255OIG,A3MU6WPG4R7XIB,"Elinor Stickney ""mystery lover""",5,1337644800
15629,B000255OIG,A31NOOFT502ZH9,Len37,5,1336867200
15630,B000255OIG,A2CRE3753UMKEK,sassafrass66,5,1336435200
15631,B000255OIG,A2EZW83S9IZFIH,tghiorso,5,1336089600
15632,B000255OIG,A26LQTZXVRIH87,Alex C,5,1335398400
15633,B000255OIG,A58VYTDIZJM77,Tamster,4,1334707200
15634,B000255OIG,A2TKAV768UGP49,Cynder,4,1332028800
15635,B000255OIG,A7161PRO2YD3T,Ann-M,5,1331683200
15636,B000255OIG,A2RAHVQXI12VGA,BeGreen,5,1329868800
15637,B000255OIG,A2DE6B05NCDRK3,hemihappy,5,1327276800
15638,B000255OIG,A2O65R7YQNOR3C,Abby and Zoe,5,1326412800
15639,B000255OIG,A186Y1BDGRGAOQ,Coinsign,5,1325721600
15640,B000255OIG,A37IG6KAHNLQAX,IG's,5,1325203200
15641,B000255OIG,AYJO0BRLZV97N,Christopher Thornton,5,1323820800
15642,B000255OIG,A2VO25MGV2JZP4,Paul Latchaw,5,1321920000
15643,B000255OIG,AZ7GJ72KEZTB9,Starling,5,1321833600
15644,B000255OIG,A1WZWIME0UDS0M,mischasays,5,1321660800
15645,B000255OIG,A2LN4UD395G2B6,Chwychuro,5,1320192000
15646,B000255OIG,A2B0YKE5HE3I9F,SA Bill,5,1319673600
15647,B000255OIG,A1UVLNNXPKEO04,Mr Dune,5,1319587200
15648,B000255OIG,A3RZG11KD34WVA,Bonita Cox,5,1316822400
15649,B000255OIG,A1VXAORWVJCGJF,Barb,5,1316217600
15650,B000255OIG,ADODIH2V6UBQ9,R. Miller,5,1315008000
18623,B00008JOL0,A3QZ6JT0R1OWEC,"M. Goldman ""M_gold~""",1,1336780800
18624,B00008JOL0,A1B73WBT0EUCSO,Jane,2,1336176000
18625,B00008JOL0,A2U96I2S1ESPUR,"E. McLane ""em""",4,1339545600
18626,B00008JOL0,A29YWBRG0JI9XM,virginia bogardus,5,1320883200
18627,B00008JOL0,A38HEUO5UNMLBE,"avid reader ""avid reader""",5,1297728000
18628,B00008JOL0,A3THEEZ55XYMJ6,ej76az,1,1323648000
18629,B00008JOL0,A2J0OLC480HANP,J. Wright,2,1202688000
18630,B00008JOL0,A3L5QAAH3J5AKY,Howard,2,1311292800
18631,B00008JOL0,AFO5O26ZO244A,Ms Echo,5,1310169600
18632,B00008JOL0,A4QXRLFVZN03N,Sara Hardigan,5,1165017600
18633,B00008JOL0,A3MF5Q9IHZR6IY,A. M. Jewell,5,1292457600
18634,B00008JOL0,A37U44QN3A3DJN,Aungie,5,1263254400
18635,B00008JOL0,A2QMLMOW5EWIT1,NY,5,1340582400
18636,B00008JOL0,A37DO0IU5BQFI0,"Comte de Grez ""Cambresis""",5,1168128000
18637,B00008JOL0,AWOR961LMDUIF,J. Davis,5,1342915200
18638,B00008JOL0,A1IEBBUWZLDAMG,K. Hardman,5,1328745600
18639,B00008JOL0,A26BD51Y65NHYD,"Kara K. ""HighGround English Setters""",5,1267660800
18640,B00008JOL0,A2M3UKQOZ8KAXM,Canis latrans,4,1205020800
18641,B00008JOL0,A2ELAV6CA8YV2U,Abbye Speaks,5,1197590400
18642,B00008JOL0,AR32T3627EWQ0,Jesse JJ,5,1342224000
18643,B00008JOL0,A2R5CUTW2NJ3G,Helen L. Spivey,5,1341705600
18644,B00008JOL0,A3BUWPGBC82ZB,C. Bowers,5,1340582400
18645,B00008JOL0,A1FU4FSNSY6TC1,"T. Pell ""Proud to be a geek""",5,1339113600
18646,B00008JOL0,A19ZYLDE9R5P9U,Kathryn Pistone,5,1336089600
18647,B00008JOL0,A2DCI6IKY95SK,MarGen,5,1341532800
18648,B00008JOL0,A3R9XUPGNQBAYO,Jane's Place,5,1341446400
18649,B00008JOL0,A3CSMZHHBRR78G,Rayray,5,1340841600
18650,B00008JOL0,AGC5NYST4ENL0,"M. Petitt ""AmazonAddict""",5,1337817600
18651,B00008JOL0,AR0XHWS2E4RH1,"Mary A. Mattox ""buttonpie""",5,1335830400
18652,B00008JOL0,AXQZ4YBPIPPWK,Jaye K. Brown,5,1334275200
18653,B00008JOL0,A3KE2IZBBFPS9I,Wendy W Roberts,5,1328054400
18654,B00008JOL0,A3JVXOABAHIYJ1,Maureen Haley,5,1326240000
18655,B00008JOL0,A3HHLRVCGQW0L7,Julia Kuiper,5,1325894400
18656,B00008JOL0,A3HPCRD9RX351S,Spudman,5,1299628800
18657,B00008JOL0,A1197LF9EXNHL6,"Judith L. Watson ""dog lover""",5,1266710400
18658,B00008JOL0,AY50S2HZHQO2Q,"R. Foster ""rwf""",5,1254700800
18659,B00008JOL0,AY50S2HZHQO2Q,"R. Foster ""rwf""",5,1251072000
18660,B00008JOL0,A2GI9IQ250Z7MP,"K. REECE ""curlgirl""",5,1219622400
18661,B00008JOL0,A1A91RBJ20W9YR,Lokia,5,1211846400
18662,B00008JOL0,A8L8RG07ATZS3,L. Gossett,5,1170720000
18663,B00008JOL0,A4QXRLFVZN03N,Sara Hardigan,5,1165017600
18664,B00008JOL0,AZQGO12374I6C,"Jason Garrity ""Jay""",5,1350950400
18665,B00008JOL0,A3SUL12GP5Z4T6,Simon Johnson,5,1349827200
18666,B00008JOL0,A4WDWH96JRMY7,S. Needham,5,1348185600
18667,B00008JOL0,A21OQC78QA2X4Q,C. Barnes,5,1346803200
18668,B00008JOL0,AS5VIFYZBZTSA,3chis&amp;adobe,5,1346716800
18669,B00008JOL0,A31X839XCZ3WE9,blondy038,5,1346371200
18670,B00008JOL0,A4S3DOXXC21EZ,nasjeep8,5,1346284800
18671,B00008JOL0,A19Y7E7MOXGQ0N,BAS,5,1344384000
18672,B00008JOL0,A2QWZCNQ19F1IX,Jen P.,5,1344211200
18673,B00008JOL0,A1EYQ4OF7U9OR2,typott,5,1340668800
18674,B00008JOL0,A1897SFA1TT0RI,Chris,5,1339200000
18675,B00008JOL0,A1BHJYY5BE2QQE,tina s,5,1337904000
18676,B00008JOL0,A2PRVTLJRLKRSU,P O G,5,1335830400
18677,B00008JOL0,AYGECESRGF4YB,Allison B.,4,1335484800
18678,B00008JOL0,AVYA8HEXE3KBE,"happy pet owner , Illinois",5,1334361600
18679,B00008JOL0,A1CHGTRMYYPT0,Kara,5,1334275200
18680,B00008JOL0,A2TILBAMEDW11X,Carrie Nichols,3,1334275200
18681,B00008JOL0,AC3QOMD3KVN9N,GnochMon,5,1333584000
18682,B00008JOL0,A3P2GVYTV0GYL1,Happy Shopping,5,1332806400
18683,B00008JOL0,A34BRSDS9MJXTZ,P. Neely,5,1332028800
18684,B00008JOL0,A211QKA2RLZ4MI,Thomas A,5,1331596800
18685,B00008JOL0,A2B9GVKFAI76XS,tweet,5,1331596800
18686,B00008JOL0,AVEZ6Y6JZRRY,"Susan Branch ""Suz""",5,1330646400
18687,B00008JOL0,A3BUTOVBGZ5O5O,Brenda Serating,5,1330387200
18688,B00008JOL0,ALX25I4EXPC3O,D. Moore,5,1328400000
18689,B00008JOL0,A36GWNTXO6O2ZW,lovemydogs,5,1328227200
18690,B00008JOL0,A38RDZ7AXT6XIB,Cat,5,1327536000
18691,B00008JOL0,A28YBV7OYX53KQ,Commander Data,5,1325203200
18692,B00008JOL0,A2XRIHZ31GHAAV,Lisakay Shively,5,1322179200
18693,B00008JOL0,A3MFMHS8LI7EVU,Jessi L DiGennaro,5,1320019200
18694,B00008JOL0,A1JDN4KOD1K2C,Cienna2000,5,1320019200
18695,B00008JOL0,A2UCW51SBU4ANR,W. Frazee,5,1318204800
18696,B00008JOL0,AJ2NDSK7275CX,Lorraine M. Gelly,5,1317945600
18697,B00008JOL0,A3DYWO71NZSMXW,Deb,5,1317686400
18698,B00008JOL0,A3MGVBGYQAZ7PA,Granny9,5,1317168000
18699,B00008JOL0,A1W2F15YRW36XF,CallieRFrazee,5,1314576000
18700,B00008JOL0,A83B9VHDK2FE6,kelkat,5,1313366400
18701,B00008JOL0,A2VFMVEEMW5BPY,Sonrize3655,4,1313366400
18702,B00008JOL0,A143QG81H8UZCR,Jacki King,5,1311638400
18703,B00008JOL0,A2B5AY21GY7QT5,"Olga S. ""Corgi crazy""",5,1307664000
18704,B00008JOL0,A1CQ60QX1ELWAZ,LV68,5,1306195200
18705,B00008JOL0,A1WSMYIW8APC5C,KN,5,1303862400
18706,B00008JOL0,A30VBNKEJGIGFW,"Eric R. Hale ""Just a regular guy""",5,1297814400
18707,B00008JOL0,A2I0RIEZXAFS5O,M. Flanigan,5,1294963200
18708,B00008JOL0,A1LCW97DA05770,Pidge,5,1291420800
18709,B00008JOL0,A2CA0V9J9SZZYR,"mother suburb ""mother suburb""",5,1290643200
18710,B00008JOL0,A2XPBTZZ4I080R,"Lyndsey M. ""LoveIGs""",5,1287705600
18711,B00008JOL0,A1F6BQO4NH3RCZ,Pensacola Bruni,5,1283904000
18712,B00008JOL0,A2N19WG3ZA01N6,IU2010,5,1282867200
18713,B00008JOL0,AP739FQOMD57,"Richard A. Glanzman ""Indyguy""",5,1270080000
18714,B00008JOL0,A8CZNLAX7VB49,Jacqueline A. Lewis,3,1269993600
18715,B00008JOL0,A3W37DL6P9WZHC,SR,5,1243209600
18716,B00008JOL0,A20I3O06OYQB5J,Michelle Sorba,5,1236988800
18717,B00008JOL0,AI3NIXB0V5N2C,"P. Griffin ""Techno Geek""",5,1230249600
18718,B00008JOL0,A3HAQV2M65O94P,"J. Frost ""frosties""",5,1212537600
18719,B00008JOL0,AJCD8LHBUHYGK,"Mickey Rawls ""Mickey Rawls""",5,1211414400
18720,B00008JOL0,A3GAGLISITQ9G2,LadyCat,5,1164844800
19524,B000084ETV,A2BF9W75R5FARC,tabbooma,4,1347235200
19525,B000084ETV,A22GBSNWBT6ULW,"Kent A. Spies ""Light Worker""",5,1347148800
19526,B000084ETV,A2LPNXU94YAJ2S,mou,4,1344556800
19527,B000084ETV,A1LPTSTVZJ21PD,Mrs. Shelley A. Drnek,5,1343520000
19528,B000084ETV,A1MP8Z3WQ1DD5A,Kristofer L. Takach,5,1312502400
19529,B000084ETV,AJ9N34GXMBW61,RYLIERULES,5,1310083200
19530,B000084ETV,A28MG088LYIKHB,Puppy love,4,1303948800
19531,B000084ETV,A16LCY10B21GUX,jblake17,5,1303776000
19532,B000084ETV,A1EGIMLKTWJEIW,Jerry Estes,5,1301616000
19533,B000084ETV,A2ZEW2KJ76TSMA,bryzguru,5,1300492800
19534,B000084ETV,A2ZEW2KJ76TSMA,bryzguru,5,1298505600
19535,B000084ETV,A1SDLP78L9X1IS,Rebecca Nason,5,1297641600
19536,B000084ETV,A3UXZ217EKX3AE,HerRoyalFlyness,5,1295827200
19537,B000084ETV,A2VUAU6NYC3SFW,Andrew Nguyen,5,1295740800
19538,B000084ETV,AKBYJCD8L657G,reese,5,1285545600
19539,B000084ETV,A2S3XL05JHEG6A,"Berlinda R. Hughes ""Luv my German Shepherd""",5,1277251200
19540,B000084ETV,A18IVUBRZDKY5S,Tracie Toy,1,1242518400
19541,B000084ETV,A1L194173Y170B,B. Davis,1,1242172800
19542,B000084ETV,A105BOR5D5S7CJ,ARL,2,1235606400
19543,B000084ETV,A21DU12R94VZP5,"Andrew W. Newsom ""anewsom""",2,1235088000
19544,B000084ETV,A2K6HOWVTC9CE5,"Angela ""Angela""",1,1231632000
19545,B000084ETV,A81E1UYEOZF3F,K. Swift,1,1225238400
19546,B000084ETV,A2TAB0IGORUYIW,"S. Otte ""island girl66""",2,1223251200
19547,B000084ETV,A1OXAJOCEOVYY9,D. Maycock,5,1179014400
19548,B000084ETV,ASAUHWXTIOMMZ,Christopher M. Cook,5,1175385600
19549,B000084ETV,A1CEJADETM9F1U,country girl,2,1328832000
19550,B000084ETV,A1LN4GHGMMG7CO,"Nancy in Tacoma ""Nancy""",1,1231200000
19551,B000084ETV,A30E7VN59NDR0I,Matthew Bowen,1,1229558400
19552,B000084ETV,A1S2GUIPPNHBJW,"C. T. ""dog walker""",1,1227571200
19553,B000084ETV,A2WR1BNMZ03BKH,wolfen,1,1224374400
19554,B000084ETV,A1I44KJO47YKQW,JoBob,5,1201305600
19555,B000084ETV,A2YJXRMQLRY81F,potomac_ginger,3,1348704000
19556,B000084ETV,A2HQHH50C5RJ6Y,Harold Long,2,1308960000
19557,B000084ETV,A1QF9W9CQV99HK,"R. Sims ""Birdy...""",5,1194307200
19558,B000084ETV,A1S2GUIPPNHBJW,"C. T. ""dog walker""",1,1228867200
19559,B000084ETV,ABAVG0NYJ4P5S,Dog Washer,1,1247788800
19560,B000084ETV,A5IUFN46R0FXV,phillip,2,1309910400
19561,B000084ETV,AILAD1QUF56KP,Geber,1,1287273600
19562,B000084ETV,A2PNLG52DZ2MWQ,"C. A. Wilson ""Beaver Steet NYC""",1,1321228800
19563,B000084ETV,AAUZ4WD54KF55,E. aaron,1,1309564800
19564,B000084ETV,A1RADTHXONQYP0,"S. L. Jordan ""suncloud27""",5,1090540800
19565,B000084ETV,A3759QIB6KMQZ2,"Anthony Paul ""AP""",1,1218672000
19566,B000084ETV,A1GEMT7FSFKPDD,"P. Dreyer ""Book Lover""",5,1148342400
19567,B000084ETV,A383XURHVF8ON6,Mrs. Kilo Delta,5,1291852800
19568,B000084ETV,A1H7CKOA2DQJU0,Effie,1,1219017600
19569,B000084ETV,A2F1K346NIUSY1,H. Van Deventer,1,1218326400
19570,B000084ETV,A3NTV9VHMBY1KH,"Kimberly A. Kubek ""Doodle lover""",4,1175731200
19571,B000084ETV,A3TJ7A7FO4GM47,John T. Shea,5,1135123200
19572,B000084ETV,AW7JE3I8B72PS,"N. Bezik ""Nicolicanoli""",1,1218067200
19573,B000084ETV,A1IX0NC997O0NS,J. Austin,5,1180656000
19574,B000084ETV,A1KPALLWZ73M27,BeagleGrin,5,1193011200
19575,B000084ETV,A3DAXM59DANA8Z,Gemma Zanowski,5,1170028800
19576,B000084ETV,A2M26AFN6LIQH2,Anonymous,5,1219276800
19577,B000084ETV,A1FK9YLS9IEQGO,Cheez,1,1218672000
19578,B000084ETV,AH5NKAG8839T8,furkidz,1,1198022400
19579,B000084ETV,A235XFQ4XRFBTW,Carolyn Hayes,5,1191542400
19580,B000084ETV,A1754S4P9HK25L,A. Foley,5,1176940800
19581,B000084ETV,ANDI4WO1WKNS5,Kenneth Zeller,4,1153699200
19582,B000084ETV,AFUUB7EOXJ42I,"Ihavalhasa ""ihavalhasa""",1,1219708800
19583,B000084ETV,A3FIY789DECXY7,Tethys,5,1185148800
19584,B000084ETV,A3MMIKEPS1U150,Chuck Brown,5,1140825600
19585,B000084ETV,A3NMA7RSO2HMBG,BPF,4,1308268800
19586,B000084ETV,A3LY5F58098WPR,"Audrey J. Orek ""ChevyF16""",5,1200873600
19587,B000084ETV,A2Y6DSRSR377ZU,cShell,1,1219276800
19588,B000084ETV,A2MUQG4M84JN3D,Lois Shetterly,5,1179100800
19589,B000084ETV,A3JQJGYWQBACTW,"A. Inman ""Chopper Jock!""",5,1177632000
19590,B000084ETV,AHZ5QTHKRWCDH,PhilHarmonicOrchestra,5,1162684800
19591,B000084ETV,AYUWG8PVGRJ6R,Gayle Soucek,5,1325030400
19592,B000084ETV,A3KZG8XNX5P4HR,D. Dunstan,1,1219104000
19593,B000084ETV,A2VZIJHABHMIQW,"P. R. Schlosser ""REAL DOG LOVER""",1,1218153600
19594,B000084ETV,A2A4V2TRW08GC4,Doglover,1,1218585600
19595,B000084ETV,A2WY4X18J0RUCN,K. Todd,5,1196294400
